"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Metadata Attribute","Metadata Value","Frequency"
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP","GGXWDG_G01_GDP_PT","Indicator Concept","Gross debt position",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP","GGXWDG_G01_GDP_PT","Indicator CTS Code","GGXWDG_G01",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP","GGXWDG_G01_GDP_PT","Indicator Definition","",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP","GGXWDG_G01_GDP_PT","Indicator Full Name","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP","GGXWDG_G01_GDP_PT","Indicator Key Indicator","Key Indicator",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP","GGXWDG_G01_GDP_PT","Indicator Name","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP","GGXWDG_G01_GDP_PT","Indicator SDMX Code","GGXWDG_G01_GDP_PT",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP","GGXWDG_G01_GDP_PT","Indicator SDMX Name","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP","GGXWDG_G01_GDP_PT","Indicator Short Name","Gross debt position, Percent of FY GDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP","GGXWDG_G01_GDP_PT","Indicator Source Code","GGXWDG_NGDP|PGDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP","GGXWDG_G01_GDP_PT","Indicator Source Code - Collection","GGXWDG_NGDP|PGDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP","GGXWDG_G01_GDP_PT","Indicator Source Code - Dissemination","GGXWDG_GDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP","GGXWDG_G01_GDP_PT","Indicator Source Code - EDD","GGXWDG_G01|PGDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP","GGXWDG_G01_GDP_PT","Indicator Topic","Fiscal Sector",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of FY GDP","GGXWDG_G01_GDP_PT","Indicator Unit","Percent",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator Alternate Publication Codes","eLibrary Concept: GGXCNL_G01, WEO publication: GGXCNL_NGDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator APDREO Code","GGXCNL_GDP.A",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator APDREO Name","General government net lending/borrowing, Percent of FY GDP of fiscal year GDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator Code","GGXCNL_G01_GDP_PT",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator Concept","Net lending/borrowing",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator CTS Code","GGXCNL_G01",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator Definition","",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator Full Name","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator Key Indicator","Key Indicator",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator Name","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator SDMX Code","GGXCNL_G01_GDP_PT",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator SDMX Name","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator Short Name","Net lending/borrowing, Percent of FY GDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator Source Code","GGXCNL_NGDP|PGDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator Source Code - Collection","GGXCNL_NGDP|PGDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator Source Code - Dissemination","GGXCNL_GDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator Source Code - EDD","GGXCNL_G01|PGDP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator Topic","Fiscal Sector",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Fiscal, General Government, Net lending/borrowing, 2001 Manual, Percent of FY GDP","GGXCNL_G01_GDP_PT","Indicator Unit","Percent",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator Alternate Publication Codes","eLibrary Concept: NGDPD, WEO publication: NGDPD",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator APDREO Code","NGDPD.A",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator APDREO Name","Gross domestic product in U.S. dollars",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator Code","NGDPD_USD",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator Concept","Gross Domestic Product",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator CTS Code","NGDPD",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator Definition","",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator Full Name","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator Key Indicator","Key Indicator",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator Name","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator SDMX Code","NGDPD_USD",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator SDMX Name","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator Short Name","Gross Domestic Product in US Dollars, Constant Prices, in billions",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator Source Code","NGDPD|L",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator Source Code - Collection","NGDPD|L",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator Source Code - Dissemination","NGDPD",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator Source Code - EDD","NGDPD|L",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator Topic","Real Sector",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions","NGDPD_USD","Indicator Unit","US Dollars",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator Alternate Publication Codes","eLibrary Concept: NGDP_R, WEO publication: NGDP_RPCH",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator APDREO Code","NGDP_RPCH.A",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator APDREO Name","Gross domestic product, constant prices, National Currency, Constant Prices, Percent Change change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator Code","NGDP_R_PC_PP_PT",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator Concept","Gross Domestic Product",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator CTS Code","NGDP_R",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator Definition","",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator Full Name","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator Key Indicator","Key Indicator",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator Name","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator SDMX Code","NGDP_R_PC_PP_PT",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator SDMX Name","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator Short Name","Gross Domestic Product, Constant Prices, Percent Change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator Source Code","NGDP_RPCH|PCOPP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator Source Code - Collection","NGDP_RPCH|PCOPP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator Source Code - Dissemination","NGDP_RPCH",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator Source Code - EDD","NGDP_R|PCOPP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator Topic","Real Sector",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change","NGDP_R_PC_PP_PT","Indicator Unit","Percent",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator Alternate Publication Codes","eLibrary Concept: NTDD_R, WEO publication: NTDD_RPCH",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator APDREO Code","NTDD_RPCH.A",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator APDREO Name","Total domestic demand, constant prices, National Currency, Constant Prices, Percent Change change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator Code","NTDD_R_PC_PP_PT",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator Concept","Total Domestic Demand",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator CTS Code","NTDD_R",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator Definition","",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator Full Name","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator Key Indicator","Key Indicator",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator Name","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator SDMX Code","NTDD_R_PC_PP_PT",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator SDMX Name","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator Short Name","Total Domestic Demand, Constant Prices, Percent Change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator Source Code","NTDD_RPCH|PCOPP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator Source Code - Collection","NTDD_RPCH|PCOPP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator Source Code - Dissemination","NTDD_RPCH",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator Source Code - EDD","NTDD_R|PCOPP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator Topic","Real Sector",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change","NTDD_R_PC_PP_PT","Indicator Unit","Percent",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Alternate Publication Codes","eLibrary Concept: PCPI, WEO publication: PCPIPCH",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator APDREO Code","PCPI_PCH.A",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator APDREO Name","Consumer Prices, period average, CPI (p.a.), percent change change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Code","PCPI_PC_PP_PT",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Concept","All items",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator CTS Code","PCPI",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Definition","",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Full Name","Prices, Consumer Price Index, All items, CPI (p.a.), percent change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Key Indicator","Key Indicator",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Name","Prices, Consumer Price Index, All items, CPI (p.a.), percent change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator SDMX Code","PCPI_PC_PP_PT",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator SDMX Name","Prices, Consumer Price Index, All items, CPI (p.a.), percent change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Short Name","All items, CPI (p.a.), percent change",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Source Code","PCPIPCH|PCOPP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Source Code - Collection","PCPIPCH|PCOPP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Source Code - Dissemination","PCPI_PCH",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Source Code - EDD","PCPI|PCOPP",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Topic","Real Sector",""
"Asia and Pacific Regional Economic Outlook (APDREO)","APDREO","","","Prices, Consumer Price Index, All items, CPI (p.a.), percent change","PCPI_PC_PP_PT","Indicator Unit","Percent",""
